,Latitude,Longitude,Class,EventDays,EventStart,EventEnd,Event_Days,EventLabel,OutsideEvent
6.94_31.98,31.97638889,6.9375,5.0,10.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
15.31_31.98,31.97638889,15.30972222,5.0,12.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
0.56_31.85,31.85138889,0.5625,5.0,32.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
1.69_31.85,31.85138889,1.6875,5.0,23.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
2.81_31.85,31.85138889,2.8125,5.0,15.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
3.94_31.85,31.85138889,3.9375,5.0,17.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
5.06_31.85,31.85138889,5.0625,5.0,15.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
6.69_31.85,31.85138889,6.6875,5.0,10.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
0.06_31.73,31.72638889,0.0625,5.0,31.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
1.19_31.73,31.72638889,1.1875,5.0,27.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
2.31_31.73,31.72638889,2.3125,5.0,19.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
3.44_31.73,31.72638889,3.4375,5.0,17.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
4.56_31.73,31.72638889,4.5625,5.0,14.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
5.69_31.73,31.72638889,5.6875,5.0,12.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
7.19_31.73,31.72638889,7.1875,5.0,11.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
0.31_31.6,31.60138889,0.3125,5.0,35.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
1.44_31.6,31.60138889,1.4375,5.0,28.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
2.56_31.6,31.60138889,2.5625,5.0,17.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
3.69_31.6,31.60138889,3.6875,5.0,15.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
4.81_31.6,31.60138889,4.8125,5.0,13.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
5.94_31.6,31.60138889,5.9375,5.0,10.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
7.06_31.6,31.60138889,7.0625,5.0,12.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
0.06_31.48,31.47638889,0.0625,5.0,35.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
1.19_31.48,31.47638889,1.1875,5.0,28.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
2.31_31.48,31.47638889,2.3125,5.0,16.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
3.44_31.48,31.47638889,3.4375,5.0,13.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
4.56_31.48,31.47638889,4.5625,5.0,13.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
5.69_31.48,31.47638889,5.6875,5.0,11.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
6.94_31.48,31.47638889,6.9375,5.0,12.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-12', '2021-07-15', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 6, 10, 2, 1, 3, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
0.81_31.35,31.35138889,0.8125,5.0,29.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-14', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 11, 2, 2, 4, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
1.94_31.35,31.35138889,1.9375,5.0,19.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-14', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 11, 2, 2, 4, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
3.44_31.35,31.35138889,3.4375,5.0,11.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-14', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 11, 2, 2, 4, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
4.56_31.35,31.35138889,4.5625,5.0,12.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-14', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 11, 2, 2, 4, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
5.69_31.35,31.35138889,5.6875,5.0,10.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-14', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 11, 2, 2, 4, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
7.56_31.35,31.35138889,7.5625,5.0,10.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-14', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 11, 2, 2, 4, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
0.81_31.23,31.22638889,0.8125,5.0,27.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-14', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 11, 2, 2, 4, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
1.94_31.23,31.22638889,1.9375,5.0,17.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-14', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 11, 2, 2, 4, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
3.81_31.23,31.22638889,3.8125,5.0,11.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-14', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 11, 2, 2, 4, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
5.06_31.23,31.22638889,5.0625,5.0,11.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-14', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 11, 2, 2, 4, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
7.19_31.23,31.22638889,7.1875,5.0,11.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-14', '2021-07-17', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 11, 2, 2, 4, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
0.56_31.1,31.10138889,0.5625,5.0,29.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-05', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-11', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 10, 1, 1, 5, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
1.69_31.1,31.10138889,1.6875,5.0,13.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-05', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-11', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 10, 1, 1, 5, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
6.69_31.1,31.10138889,6.6875,5.0,10.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-05', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-11', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 10, 1, 1, 5, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
0.06_30.98,30.97638889,0.0625,5.0,31.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-05', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-11', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 10, 1, 1, 5, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
1.19_30.98,30.97638889,1.1875,5.0,15.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-05', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-11', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 10, 1, 1, 5, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
38.93_30.98,30.97638889,38.92638889,5.0,10.0,"['2016-07-13', '2018-07-02', '2018-07-12', '2019-07-11', '2021-07-16', '2021-08-05', '2021-09-03', '2021-09-05', '2021-10-01']","['2016-07-13', '2018-07-09', '2018-07-29', '2019-07-11', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06', '2021-10-01']","[1, 8, 10, 1, 1, 5, 1, 2, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 37254.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
0.94_30.85,30.85138889,0.9375,5.0,11.0,"['2018-07-02', '2018-07-12', '2020-08-19', '2021-08-05', '2021-09-03', '2021-09-05', '2021-10-01']","['2018-07-09', '2018-07-28', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05', '2021-10-01']","[8, 8, 2, 3, 1, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
39.05_30.85,30.85138889,39.05138889,5.0,11.0,"['2018-07-02', '2018-07-12', '2020-08-19', '2021-08-05', '2021-09-03', '2021-09-05', '2021-10-01']","['2018-07-09', '2018-07-28', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05', '2021-10-01']","[8, 8, 2, 3, 1, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
38.27_30.73,30.72638889,38.26805556,5.0,13.0,"['2018-07-02', '2018-07-12', '2020-08-19', '2021-08-05', '2021-09-03', '2021-09-05', '2021-10-01']","['2018-07-09', '2018-07-28', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05', '2021-10-01']","[8, 8, 2, 3, 1, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
39.3_30.73,30.72638889,39.30138889,5.0,11.0,"['2018-07-02', '2018-07-12', '2020-08-19', '2021-08-05', '2021-09-03', '2021-09-05', '2021-10-01']","['2018-07-09', '2018-07-28', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05', '2021-10-01']","[8, 8, 2, 3, 1, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0, 38785.0]",False
0.31_30.6,30.60138889,0.3125,5.0,18.0,"['2018-07-02', '2018-07-12', '2020-08-19', '2021-08-06', '2021-09-03', '2021-09-05']","['2018-07-09', '2018-07-22', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05']","[8, 3, 3, 2, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0]",False
38.93_30.6,30.60138889,38.92638889,5.0,17.0,"['2018-07-02', '2018-07-12', '2020-08-19', '2021-08-06', '2021-09-03', '2021-09-05']","['2018-07-09', '2018-07-22', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05']","[8, 3, 3, 2, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0]",False
0.31_30.48,30.47638889,0.3125,5.0,13.0,"['2018-07-02', '2018-07-12', '2020-08-19', '2021-08-06', '2021-09-03', '2021-09-05']","['2018-07-09', '2018-07-22', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05']","[8, 3, 3, 2, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0]",False
38.93_30.48,30.47638889,38.92638889,5.0,20.0,"['2018-07-02', '2018-07-12', '2020-08-19', '2021-08-06', '2021-09-03', '2021-09-05']","['2018-07-09', '2018-07-22', '2020-08-22', '2021-08-07', '2021-09-03', '2021-09-05']","[8, 3, 3, 2, 1, 1]","[13837.0, 14225.0, 30750.0, 37868.0, 38609.0, 38633.0]",False
