,Latitude,Longitude,Class,EventDays,EventStart,EventEnd,Event_Days,EventLabel,OutsideEvent
32.01_41.1,41.09583333,32.00972222,1.0,10.0,"['2016-09-03', '2019-06-27', '2019-07-05']","['2016-09-06', '2019-06-30', '2019-07-06']","[4, 4, 2]","[5531.0, 19924.0, 20160.0]",False
33.06_41.1,41.09583333,33.0625,4.0,11.0,"['2016-09-03', '2019-06-27', '2019-07-05']","['2016-09-06', '2019-06-30', '2019-07-06']","[4, 4, 2]","[5531.0, 19924.0, 20160.0]",False
0.56_40.97,40.97083333,0.5625,4.0,15.0,"['2016-09-03', '2019-06-27', '2019-07-05']","['2016-09-06', '2019-06-30', '2019-07-06']","[4, 4, 2]","[5531.0, 19924.0, 20160.0]",False
14.45_40.97,40.97083333,14.44583333,6.0,12.0,"['2016-09-03', '2019-06-27', '2019-07-05']","['2016-09-06', '2019-06-30', '2019-07-06']","[4, 4, 2]","[5531.0, 19924.0, 20160.0]",False
19.57_40.95,40.95138889,19.56527778,1.0,10.0,"['2016-09-03', '2019-06-27', '2019-07-05']","['2016-09-06', '2019-06-30', '2019-07-06']","[4, 4, 2]","[5531.0, 19924.0, 20160.0]",False
32.43_40.97,40.97083333,32.42638889,4.0,11.0,"['2016-09-03', '2019-06-27', '2019-07-05']","['2016-09-06', '2019-06-30', '2019-07-06']","[4, 4, 2]","[5531.0, 19924.0, 20160.0]",False
9.43_40.76,40.75694444,9.43472222,4.0,12.0,"['2016-07-29', '2016-09-03', '2019-06-27', '2019-07-05', '2019-07-23', '2019-08-09']","['2016-07-30', '2016-09-06', '2019-06-30', '2019-07-06', '2019-07-24', '2019-08-09']","[2, 4, 4, 2, 2, 1]","[4530.0, 5531.0, 19924.0, 20160.0, 20663.0, 21190.0]",False
14.93_40.85,40.84583333,14.93472222,1.0,15.0,"['2016-07-29', '2016-09-03', '2019-06-27', '2019-07-05', '2019-07-23', '2019-08-09']","['2016-07-30', '2016-09-06', '2019-06-30', '2019-07-06', '2019-07-24', '2019-08-09']","[2, 4, 4, 2, 2, 1]","[4530.0, 5531.0, 19924.0, 20160.0, 20663.0, 21190.0]",False
32.18_40.85,40.84583333,32.17638889,4.0,12.0,"['2016-07-29', '2016-09-03', '2019-06-27', '2019-07-05', '2019-07-23', '2019-08-09']","['2016-07-30', '2016-09-06', '2019-06-30', '2019-07-06', '2019-07-24', '2019-08-09']","[2, 4, 4, 2, 2, 1]","[4530.0, 5531.0, 19924.0, 20160.0, 20663.0, 21190.0]",False
32.93_40.85,40.84583333,32.92638889,2.0,11.0,"['2016-07-29', '2016-09-03', '2019-06-27', '2019-07-05', '2019-07-23', '2019-08-09']","['2016-07-30', '2016-09-06', '2019-06-30', '2019-07-06', '2019-07-24', '2019-08-09']","[2, 4, 4, 2, 2, 1]","[4530.0, 5531.0, 19924.0, 20160.0, 20663.0, 21190.0]",False
14.48_40.72,40.72083333,14.47638889,6.0,10.0,"['2016-07-29', '2016-09-03', '2019-06-27', '2019-07-05', '2019-07-23', '2019-08-09']","['2016-07-30', '2016-09-06', '2019-06-30', '2019-07-06', '2019-07-24', '2019-08-09']","[2, 4, 4, 2, 2, 1]","[4530.0, 5531.0, 19924.0, 20160.0, 20663.0, 21190.0]",False
32.17_40.72,40.72083333,32.16527778,2.0,11.0,"['2016-07-29', '2016-09-03', '2019-06-27', '2019-07-05', '2019-07-23', '2019-08-09']","['2016-07-30', '2016-09-06', '2019-06-30', '2019-07-06', '2019-07-24', '2019-08-09']","[2, 4, 4, 2, 2, 1]","[4530.0, 5531.0, 19924.0, 20160.0, 20663.0, 21190.0]",False
0.09_40.6,40.59583333,0.0875,4.0,11.0,"['2016-09-03', '2019-06-29', '2019-08-09', '2020-08-21', '2020-08-25']","['2016-09-06', '2019-06-30', '2019-08-09', '2020-08-21', '2020-08-25']","[4, 2, 1, 1, 1]","[5531.0, 19924.0, 21190.0, 30997.0, 31277.0]",False
17.58_40.54,40.5375,17.58472222,6.0,11.0,"['2016-09-03', '2019-06-29', '2019-08-09', '2020-08-21', '2020-08-25']","['2016-09-06', '2019-06-30', '2019-08-09', '2020-08-21', '2020-08-25']","[4, 2, 1, 1, 1]","[5531.0, 19924.0, 21190.0, 30997.0, 31277.0]",False
31.68_40.6,40.59583333,31.67916667,4.0,10.0,"['2016-09-03', '2019-06-29', '2019-08-09', '2020-08-21', '2020-08-25']","['2016-09-06', '2019-06-30', '2019-08-09', '2020-08-21', '2020-08-25']","[4, 2, 1, 1, 1]","[5531.0, 19924.0, 21190.0, 30997.0, 31277.0]",False
8.62_40.47,40.47083333,8.61805556,2.0,10.0,"['2016-09-03', '2019-06-29', '2019-08-09', '2020-08-21', '2020-08-25']","['2016-09-06', '2019-06-30', '2019-08-09', '2020-08-21', '2020-08-25']","[4, 2, 1, 1, 1]","[5531.0, 19924.0, 21190.0, 30997.0, 31277.0]",False
30.85_40.47,40.47083333,30.85138889,4.0,11.0,"['2016-09-03', '2019-06-29', '2019-08-09', '2020-08-21', '2020-08-25']","['2016-09-06', '2019-06-30', '2019-08-09', '2020-08-21', '2020-08-25']","[4, 2, 1, 1, 1]","[5531.0, 19924.0, 21190.0, 30997.0, 31277.0]",False
39.18_40.47,40.47083333,39.17638889,4.0,10.0,"['2016-09-03', '2019-06-29', '2019-08-09', '2020-08-21', '2020-08-25']","['2016-09-06', '2019-06-30', '2019-08-09', '2020-08-21', '2020-08-25']","[4, 2, 1, 1, 1]","[5531.0, 19924.0, 21190.0, 30997.0, 31277.0]",False
9.01_40.1,40.09583333,9.0125,1.0,10.0,"['2016-09-03', '2018-07-15']","['2016-09-06', '2018-07-16']","[4, 2]","[5531.0, 14353.0]",False
29.81_40.1,40.09583333,29.80694444,1.0,12.0,"['2016-09-03', '2018-07-15']","['2016-09-06', '2018-07-16']","[4, 2]","[5531.0, 14353.0]",False
30.8_40.05,40.05416667,30.79583333,4.0,10.0,"['2016-09-03', '2018-07-15']","['2016-09-06', '2018-07-16']","[4, 2]","[5531.0, 14353.0]",False
39.3_40.07,40.06527778,39.30416667,4.0,20.0,"['2016-09-03', '2018-07-15']","['2016-09-06', '2018-07-16']","[4, 2]","[5531.0, 14353.0]",False
29.73_39.97,39.97083333,29.72916667,1.0,11.0,"['2016-09-03', '2018-07-15']","['2016-09-06', '2018-07-16']","[4, 2]","[5531.0, 14353.0]",False
38.57_39.96,39.9625,38.57083333,4.0,13.0,"['2016-09-03', '2018-07-15']","['2016-09-06', '2018-07-16']","[4, 2]","[5531.0, 14353.0]",False
39.54_39.9,39.90416667,39.5375,4.0,18.0,"['2016-09-03', '2018-07-15']","['2016-09-06', '2018-07-16']","[4, 2]","[5531.0, 14353.0]",False
30.17_39.75,39.74583333,30.16527778,2.0,10.0,"['2016-09-02', '2016-10-01', '2017-08-03', '2018-07-15']","['2016-09-06', '2016-10-01', '2017-08-03', '2018-07-16']","[5, 1, 1, 2]","[5531.0, 6322.0, 10584.0, 14353.0]",False
38.9_39.75,39.74583333,38.89861111,4.0,13.0,"['2016-09-02', '2016-10-01', '2017-08-03', '2018-07-15']","['2016-09-06', '2016-10-01', '2017-08-03', '2018-07-16']","[5, 1, 1, 2]","[5531.0, 6322.0, 10584.0, 14353.0]",False
39.68_39.85,39.84583333,39.67638889,2.0,17.0,"['2016-09-02', '2016-10-01', '2017-08-03', '2018-07-15']","['2016-09-06', '2016-10-01', '2017-08-03', '2018-07-16']","[5, 1, 1, 2]","[5531.0, 6322.0, 10584.0, 14353.0]",False
30.84_39.72,39.72083333,30.84027778,2.0,10.0,"['2016-09-02', '2016-10-01', '2017-08-03', '2018-07-15']","['2016-09-06', '2016-10-01', '2017-08-03', '2018-07-16']","[5, 1, 1, 2]","[5531.0, 6322.0, 10584.0, 14353.0]",False
38.81_39.72,39.72083333,38.80972222,4.0,12.0,"['2016-09-02', '2016-10-01', '2017-08-03', '2018-07-15']","['2016-09-06', '2016-10-01', '2017-08-03', '2018-07-16']","[5, 1, 1, 2]","[5531.0, 6322.0, 10584.0, 14353.0]",False
39.69_39.72,39.72083333,39.6875,2.0,15.0,"['2016-09-02', '2016-10-01', '2017-08-03', '2018-07-15']","['2016-09-06', '2016-10-01', '2017-08-03', '2018-07-16']","[5, 1, 1, 2]","[5531.0, 6322.0, 10584.0, 14353.0]",False
9.48_37.22,37.22361111,9.47638889,1.0,11.0,['2016-09-05'],['2016-09-05'],[1],[5531.0],False
5.12_50.36,50.35694444,5.12361111,2.0,20.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
4.19_50.27,50.26527778,4.1875,2.0,23.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
6.94_50.34,50.3375,6.9375,4.0,13.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
14.32_50.26,50.2625,14.32083333,6.0,14.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
2.29_50.12,50.12083333,2.2875,1.0,20.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
5.61_50.21,50.2125,5.60972222,4.0,20.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
8.43_50.21,50.2125,8.43472222,4.0,10.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 5]","[20651.0, 29988.0]",False
31.18_50.09,50.09027778,31.17916667,4.0,14.0,"['2019-07-25', '2020-08-07', '2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12', '2019-07-25', '2020-08-12']","[1, 4, 1, 4]","[20651.0, 29988.0, 20651.0, 29988.0]",False
3.69_50.09,50.0875,3.6875,2.0,25.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
6.62_50.09,50.0875,6.62361111,4.0,14.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
14.3_50.09,50.0875,14.30138889,6.0,13.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
2.27_49.94,49.94305556,2.27361111,6.0,23.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
5.44_49.97,49.96527778,5.4375,2.0,20.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
14.25_49.95,49.95138889,14.25138889,1.0,13.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
4.19_49.84,49.84027778,4.1875,2.0,27.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
6.95_49.84,49.84027778,6.95416667,1.0,10.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
15.81_49.83,49.82638889,15.80972222,4.0,12.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
3.74_49.6,49.60138889,3.74305556,1.0,26.0,"['2018-07-26', '2019-07-23', '2020-08-06', '2020-09-14']","['2018-07-26', '2019-07-25', '2020-08-12', '2020-09-14']","[1, 2, 7, 1]","[14232.0, 20651.0, 29988.0, 31776.0]",False
6.81_49.71,49.70694444,6.80694444,4.0,14.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
30.97_49.67,49.67361111,30.96805556,6.0,10.0,"['2019-07-25', '2020-08-07']","['2019-07-25', '2020-08-12']","[1, 4]","[20651.0, 29988.0]",False
0.68_49.56,49.5625,0.68194444,1.0,12.0,"['2018-07-26', '2019-07-23', '2020-08-06', '2020-09-14']","['2018-07-26', '2019-07-25', '2020-08-12', '2020-09-14']","[1, 2, 7, 1]","[14232.0, 20651.0, 29988.0, 31776.0]",False
3.72_49.59,49.59027778,3.72361111,1.0,27.0,"['2018-07-26', '2019-07-23', '2020-08-06', '2020-09-14']","['2018-07-26', '2019-07-25', '2020-08-12', '2020-09-14']","[1, 2, 7, 1]","[14232.0, 20651.0, 29988.0, 31776.0]",False
